suggerisco suggerisci suggerisce suggeriamo suggerite suggeriscono 
voglio vuoi vuole vogliamo volete vogliono 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
paio pari pare paiamo parete paiono 
vado vai va andiamo andate vanno 
voglio vuoi vuole vogliamo volete vogliono 
devo devi deve dobbiamo dovete debbono 
diposito dipositi diposita dipositiamo dipositate dipositano 
coso cosi cosa cosiamo cosate cosano 
devio devi devia deviamo deviate deviano 
diposito dipositi diposita dipositiamo dipositate dipositano 
devio devi devia deviamo deviate deviano 
unizzo unizzi unizza unizziamo unizzate unizzano 
dò dai da diamo date danno 
porto porti porta portiamo portate portano 
imploro implori implora imploriamo implorate implorano 
sono sei è siamo siete sono 
coso cosi cosa cosiamo cosate cosano 
importo importi importa importiamo importate importano 
vado vai va andiamo andate vanno 
entro entri entra entriamo entrate entrano 
secondo secondi seconda secondiamo secondate secondano 
alzo alzi alza alziamo alzate alzano 
dò dai da diamo date danno 
prendo prendi prende prendiamo prendete prendono 
calcio calci calcia calciamo calciate calciano 
fino fini fina finiamo finate finano 
cartello cartelli cartella cartelliamo cartellate cartellano 
alzo alzi alza alziamo alzate alzano 
faccio fai fa faciamo facete facciono 
testo testi testa testiamo testate testano 
vengo vieni viene veniamo venite vengono 
dò dai da diamo date danno 
piacio piaci piacia piaciamo piaciate piaciano 
sono sei è siamo siete sono 
apro apri apre apriamo aprite aprono 
porto porti porta portiamo portate portano 
scendo scendi scende scendiamo scendete scendono 
rimonto rimonti rimonta rimontiamo rimontate rimontano 
pedalo pedali pedala pedaliamo pedalate pedalano 
fino fini fina finiamo finate finano 
sono sei è siamo siete sono 
secco secchi secca secchiamo seccate seccano 
— — piove — — piovono 
snodo snodi snoda snodiamo snodate snodano 
campo campi campa campiamo campate campano 
como comi come comiamo comete comono 
lego legi lege legiamo legete legono 
sasso sassi sassa sassiamo sassate sassano 
bianco bianchi bianca bianchiamo biancate biancano 
ciuffo ciuffi ciuffa ciuffiamo ciuffate ciuffano 
pezzo pezzi pezza pezziamo pezzate pezzano 
scoscendo scoscendi scoscende scoscendiamo scoscendete scoscendono 
allargo allarghi allarga allarghiamo allargate allargano 
formo formi forma formiamo formate formano 
stagno stagni stagna stagniamo stagnate stagnano 
fino fini fina finiamo finate finano 
divago divaghi divaga divaghiamo divagate divagano 
lago laghi laga laghiamo lagate lagano 
chiamo chiami chiama chiamiamo chiamate chiamano 
solo soli sola soliamo solate solano 
infilo infili infila infiliamo infilate infilano 
tifo tifi tifa tifiamo tifate tifano 
coperto coperti coperta copertiamo copertate copertano 
scuro scuri scura scuriamo scurate scurano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
dò dai da diamo date danno 
sagrato sagrati sagrata sagratiamo sagratate sagratano 
sopro sopri sopra sopriamo soprate soprano 
porto porti porta portiamo portate portano 
tetto tetti tetta tettiamo tettate tettano 
scalo scali scala scaliamo scalate scalano 
resto resti resta restiamo restate restano 
sono sei è siamo siete sono 
riesco riesci riesce riusciamo riuscite riescono 
trombeggio trombeggi trombeggia trombeggiamo trombeggiate trombeggiano 
assio assi assia assiamo assiate assiano 
volto volti volta voltiamo voltate voltano 
incastro incastri incastra incastriamo incastrate incastrano 
lego legi lege legiamo legete legono 
sto stai sta stiamo state stanno 
graffio graffi graffia graffiamo graffiate graffiano 
finisco finisci finisce finiamo finite finiscono 
salgo sali sale saliamo salite salgono 
continuo continui continua continuiamo continuate continuano 
sto stai sta stiamo state stanno 
nascondo nascondi nasconde nascondiamo nascondete nascondono 
veggo vedi vede vediamo vedete vedono 
lontano lontani lontana lontaniamo lontanate lontanano 
sono sei è siamo siete sono 
como comi come comiamo comete comono 
cimo cimi cima cimiamo cimate cimano 
sono sei è siamo siete sono 
pungo pugni pugne pugniamo pugnete pungono 
sperdo sperdi sperde sperdiamo sperdete sperdono 
grano grani grana graniamo granate granano 
posso puoi può possiamo potete possono 
sorpasso sorpassi sorpassa sorpassiamo sorpassate sorpassano 
vado vai va andiamo andate vanno 
veggo vedi vede vediamo vedete vedono 
sono sei è siamo siete sono 
arrampico arrampichi arrampica arrampichiamo arrampicate arrampicano 
pongo poni pone poniamo ponete pongono 
ramo rami rama ramiamo ramate ramano 
biforco biforchi biforca biforchiamo biforcate biforcano 
decido decidi decide decidiamo decidete decidono 
torno torni torna torniamo tornate tornano 
voglio vuoi vuole vogliamo volete vogliono 
odio odii odia odiamo odiate odiano 
rimango rimani rimane rimaniamo rimanete rimangono 
vitaminizzo vitaminizzi vitaminizza vitaminizziamo vitaminizzate vitaminizzano 
como comi come comiamo comete comono 
voglio vuoi vuole vogliamo volete vogliono 
sono sei è siamo siete sono 
detto detti detta dettiamo dettate dettano 
torno torni torna torniamo tornate tornano 
staro stari stara stariamo starate starano 
vengo vieni viene veniamo venite vengono 
torno torni torna torniamo tornate tornano 
prego preghi prega preghiamo pregate pregano 
torno torni torna torniamo tornate tornano 
capisco capisci capisce capiamo capite capiscono 
sbaglio sbagli sbaglia sbagliamo sbagliate sbagliano 
figlio figli figlia figliamo figliate figliano 
torno torni torna torniamo tornate tornano 
vivo vivi vive viviamo vivete vivono 
sono sei è siamo siete sono 
tolgo togli toglie togliamo togliete tolgono 
maglietto maglietti maglietta magliettiamo magliettate magliettano 
poggio poggi poggia poggiamo poggiate poggiano 
schieno schieni schiena schieniamo schienate schienano 
contro contri contra contriamo contrate contrano 
testo testi testa testiamo testate testano 
mango mani mane maniamo manete mangono 
guardo guardi guarda guardiamo guardate guardano 
lontano lontani lontana lontaniamo lontanate lontanano 
fondo fondi fonda fondiamo fondate fondano 
stingo stingi stinge stingiamo stingete stingono 
roso rosi rosa rosiamo rosate rosano 
scendo scendi scende scendiamo scendete scendono 
sono sei è siamo siete sono 
risveglio risvegli risveglia risvegliamo risvegliate risvegliano 
apro apri apre apriamo aprite aprono 
occo occhi occa occhiamo occate occano 
metto metti mette mettiamo mettete mettono 
como comi come comiamo comete comono 
sto stai sta stiamo state stanno 
sbadiglio sbadigli sbadiglia sbadigliamo sbadigliate sbadigliano 
voglio vuoi vuole vogliamo volete vogliono 
sono sei è siamo siete sono 
stiracchio stiracchi stiracchia stiracchiamo stiracchiate stiracchiano 
schieno schieni schiena schieniamo schienate schienano 
rotto rotti rotta rottiamo rottate rottano 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
detto detti detta dettiamo dettate dettano 
sono sei è siamo siete sono 
rimetto rimetti rimette rimettiamo rimettete rimettono 
maglietto maglietti maglietta magliettiamo magliettate magliettano 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
freddo freddi fredda freddiamo freddate freddano 
torno torni torna torniamo tornate tornano 
rimango rimani rimane rimaniamo rimanete rimangono 
detto detti detta dettiamo dettate dettano 
sono sei è siamo siete sono 
pronto pronti pronta prontiamo prontate prontano 
ceno ceni cena ceniamo cenate cenano 
tardo tardi tarda tardiamo tardate tardano 
ancoro ancori ancora ancoriamo ancorate ancorano 
— — luce — — lucono 
entro entri entra entriamo entrate entrano 
coso cosi cosa cosiamo cosate cosano 
piaccio piaci piace piaciamo piacete piaciono 
sono sei è siamo siete sono 
figlio figli figlia figliamo figliate figliano 
loro lori lora loriamo lorate lorano 
solo soli sola soliamo solate solano 
sono sei è siamo siete sono 
figlio figli figlia figliamo figliate figliano 
loro lori lora loriamo lorate lorano 
aggrotto aggrotti aggrotta aggrottiamo aggrottate aggrottano 
sono sei è siamo siete sono 
dò dai da diamo date danno 
solo soli sola soliamo solate solano 
posso puoi può possiamo possete possono 
premedito premediti premedita premeditiamo premeditate premeditano 
detto detti detta dettiamo dettate dettano 
mammo mammi mamma mammiamo mammate mammano 
vengo vieni viene veniamo venite vengono 
vengo vieni viene veniamo venite vengono 
piglio pigli piglia pigliamo pigliate pigliano 
faccio fai fa faciamo facete facciono 
segno segni segna segniamo segnate segnano 
scavigliare scavitolare scavizzolare scazzare scazzeggiare scazzottare 
frego freghi frega freghiamo fregate fregano 
posso puoi può possiamo possete possono 
sagrato sagrati sagrata sagratiamo sagratate sagratano 
posso puoi può possiamo possete possono 
arrampico arrampichi arrampica arrampichiamo arrampicate arrampicano 
tifo tifi tifa tifiamo tifate tifano 
sello selli sella selliamo sellate sellano 
arrabbio arrabbi arrabbia arrabbiamo arrabbiate arrabbiano 
vado vai va andiamo andate vanno 
tardo tardi tarda tardiamo tardate tardano 
vado vai va andiamo andate vanno 
so sai sa sappiamo sapete sanno 
sto stai sta stiamo state stanno 
dò dai da diamo date danno 
— — — — — — 
detto detti detta dettiamo dettate dettano 
piaccio piaci piace piaciamo piacete piaciono 
mischio mischi mischia mischiamo mischiate mischiano 
divento diventi diventa diventiamo diventate diventano 
pappo pappi pappa pappiamo pappate pappano 
salto salti salta saltiamo saltate saltano 
vengo vieni viene veniamo venite vengono 
solo soli sola soliamo solate solano 
ceno ceni cena ceniamo cenate cenano 
parlo parli parla parliamo parlate parlano 
sto stai sta stiamo state stanno 
moro mori more moriamo morete morono 
seggo siedi siede sediamo sedete seggono 
tavolo tavoli tavola tavoliamo tavolate tavolano 
lavo lavi lava laviamo lavate lavano 
piatto piatti piatta piattiamo piattate piattano 
finisco finisci finisce finiamo finite finiscono 
vado vai va andiamo andate vanno 
festeggio festeggi festeggia festeggiamo festeggiate festeggiano 
chiedo chiedi chiede chiediamo chiedete chiedono 
torno torni torna torniamo tornate tornano 
sono sei è siamo siete sono 
doloro dolori dolora doloriamo dolorate dolorano 
ancoro ancori ancora ancoriamo ancorate ancorano 
arrabbio arrabbi arrabbia arrabbiamo arrabbiate arrabbiano 
detto detti detta dettiamo dettate dettano 
detto detti detta dettiamo dettate dettano 
continuo continui continua continuiamo continuate continuano 
prossimo prossimi prossima prossimiamo prossimate prossimano 
faccio fai fa faciamo facete facciono 
coso cosi cosa cosiamo cosate cosano 
voglio vuoi vuole vogliamo volete vogliono 
vado vai va andiamo andate vanno 
sono sei è siamo siete sono 
giorno giorni giorna giorniamo giornate giornano 
como comi come comiamo comete comono 
sto stai sta stiamo state stanno 
dò dai da diamo date danno 
rispondo rispondi risponde rispondiamo rispondete rispondono 
giorno giorni giorna giorniamo giornate giornano 
prefabbrico prefabbrichi prefabbrica prefabbrichiamo prefabbricate prefabbricano 
chiudo chiudi chiude chiudiamo chiudete chiudono 
scappo scappi scappa scappiamo scappate scappano 
posso puoi può possiamo possete possono 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
fò fai fa facciamo fate fanno 
temo temi teme temiamo temete temono 
faccio fai fa faciamo facete facciono 
freddo freddi fredda freddiamo freddate freddano 
odio odii odia odiamo odiate odiano 
so sai sa sappiamo sapete sanno 
sono sei è siamo siete sono 
vado vai va andiamo andate vanno 
odio odii odia odiamo odiate odiano 
dico dici dice diciamo dicete dicono 
sono sei è siamo siete sono 
metto metti mette mettiamo mettete mettono 
piatto piatti piatta piattiamo piattate piattano 
passo passi passa passiamo passate passano 
trovo trovi trova troviamo trovate trovano 
dormo dormi dorme dormiamo dormite dormono 
passo passi passa passiamo passate passano 
seggo siedi siede sediamo sedete seggono 
tavolo tavoli tavola tavoliamo tavolate tavolano 
noio noi noia noiamo noiate noiano 
servo servi serve serviamo servite servono 
mangio mangi mangia mangiamo mangiate mangiano 
piatto piatti piatta piattiamo piattate piattano 
poggio poggi poggia poggiamo poggiate poggiano 
frigorifero frigoriferi frigorifera frigoriferiamo frigoriferate frigoriferano 
sto stai sta stiamo state stanno 
sto stai sta stiamo state stanno 
crucio cruci crucia cruciamo cruciate cruciano 
lastro lastri lastra lastriamo lastrate lastrano 
stimolo stimoli stimola stimoliamo stimolate stimolano 
sto stai sta stiamo state stanno 
dormo dormi dorme dormiamo dormite dormono 
stufo stufi stufa stufiamo stufate stufano 
sono sei è siamo siete sono 
stanco stanchi stanca stanchiamo stancate stancano 
lego legi lege legiamo legete legono 
muoio muori muore moriamo morite muoiono 
storio stori storia storiamo storiate storiano 
mammo mammi mamma mammiamo mammate mammano 
bello belli bella belliamo bellate bellano 
arrivo arrivi arriva arriviamo arrivate arrivano 
schieno schieni schiena schieniamo schienate schienano 
tengo tieni tiene teniamo tenete tengono 
occo occhi occa occhiamo occate occano 
scuro scuri scura scuriamo scurate scurano 
bocco bocchi bocca bocchiamo boccate boccano 
largo larghi larga larghiamo largate largano 
dento denti denta dentiamo dentate dentano 
bianco bianchi bianca bianchiamo biancate biancano 
punto punti punta puntiamo puntate puntano 
vito viti vita vitiamo vitate vitano 
sdrucinare sdrucire sdrumare sdrusciare sdruscire sdubbiare 
faccio fai fa faciamo facete facciono 
velgo velli velle velliamo vellete velgono 
voglio vuoi vuole vogliamo volete vogliono 
fianco fianchi fianca fianchiamo fiancate fiancano 
largo larghi larga larghiamo largate largano 
vado vai va andiamo andate vanno 
merco merchi merca merchiamo mercate mercano 
veggo vedi vede vediamo vedete vedono 
appiccico appiccichi appiccica appiccichiamo appiccicate appiccicano 
occo occhi occa occhiamo occate occano 
addosso addossi addossa addossiamo addossate addossano 
dò dai da diamo date danno 
guardo guardi guarda guardiamo guardate guardano 
sdrucinare sdrucire sdrumare sdrusciare sdruscire sdubbiare 
alzo alzi alza alziamo alzate alzano 
testo testi testa testiamo testate testano 
tengo tieni tiene teniamo tenete tengono 
attacco attacchi attacca attacchiamo attaccate attaccano 
voglio vuoi vuole vogliamo volete vogliono 
uniformo uniformi uniforma uniformiamo uniformate uniformano 
